Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2022/113,Share Schemes Evaluation,"Dano Meiske, London Economics
Clio Von Petersdorff, London Economics
Patrice Muller, London Economics
Pietro Guglielmi, London Economics
Shaan Devnani, London Economics",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database UK, Longitudinal Inter-Departmental Business Register UK",Office for National Statistics Secure Research Service,2022-08-07,2022/113,2022,2022Q3,Q3 2022,Business & Productivity,Policy Evaluation / Impact Analysis,,Assigned Business & Productivity because share schemes evaluation concerns firm-level performance and arrangements using the business register; Policy Evaluation / Impact Analysis because it evaluates a named scheme (employee share schemes); no tag because no demographic or pandemic lens is central.,Business & Productivity
2022/114,On the Measurement of Disease Prevalence,"Sotiris Vandoros, King's College London
Sotiris Georganas, City University
Alina Velias, City University ",Digital Economy Act (2017) ,"Office for National Statistics / University of Oxford: Covid-19 Infection Survey UK, Covid-19 Infection Survey with Combined Vaccination Dataset",Office for National Statistics Secure Research Service,2022-07-18,2022/114,2022,2022Q3,Q3 2022,Data Infrastructure & Methodology; Health & Social Care,Methodological / Infrastructure Research,COVID-19 & Pandemic,Assigned Data Infrastructure & Methodology and Health & Social Care because the title 'On the Measurement of Disease Prevalence' makes measurement methodology the object using COVID-19 infection survey data; Methodological / Infrastructure Research because developing/improving prevalence measurement is the analytical operation; COVID-19 & Pandemic because the data and disease focus are explicitly pandemic infection surveillance.,Data Infrastructure & Methodology
2022/115,Food policy to meet UK climate goals,"Edward Manderson, University of Manchester
Krishna Brijmohun, University of Manchester",Digital Economy Act (2017) ,"Office for National Statistics: Consumer Prices Index, Living Costs and Food Survey",Office for National Statistics Secure Research Service,2022-01-08,2022/115,2022,2022Q1,Q1 2022,"Environment & Agriculture; Poverty, Wealth & Living Standards",Policy Evaluation / Impact Analysis,,"Assigned Environment & Agriculture because the project concerns food policy to meet UK climate goals, and Poverty, Wealth & Living Standards because it uses food spending and cost data from the Living Costs and Food Survey; Policy Evaluation / Impact Analysis because it evaluates food policy designed to achieve climate targets; no tag because no demographic or pandemic lens is central.",Environment & Agriculture
2022/117,Access and Representation within Elite Higher Education in the UK,"Adrian Weller, University of Cambridge
Umang Bhatt, University of Cambridge
Miri Zilka, University of Cambridge",Digital Economy Act (2017) ,Office for National Statistics: Universities and Colleges Admissions Service,Office for National Statistics Secure Research Service,2022-02-08,2022/117,2022,2022Q1,Q1 2022,Education & Skills,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills because the project studies access to elite higher education via UCAS admissions data; Descriptive Monitoring because it characterises access and representation patterns; demographic disparities tag because representation and access are compared across equality-relevant groups.,Education & Skills
2022/118,STEM skills inequity across the UK,"Andrew Pritchard, London Economics",Digital Economy Act (2017) ,Office for National Statistics: Labour Force Survey Person,Office for National Statistics Secure Research Service,2022-08-16,2022/118,2022,2022Q3,Q3 2022,Education & Skills; Labour Market & Employment,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills because STEM skills are central and Labour Market & Employment because skills inequity is measured via the Labour Force Survey workforce data; Descriptive Monitoring because it profiles skills inequity across the UK; demographic disparities tag because inequity comparison across groups is central.,Education & Skills
2022/119,Open Innovation and Start-Up Firms,"Andrew Johnston, University of Coventry",Digital Economy Act (2017) ,Office for National Statistics: UK Innovation Survey,Office for National Statistics Secure Research Service,2022-07-22,2022/119,2022,2022Q3,Q3 2022,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because the project studies open innovation and start-up firms using the UK Innovation Survey; Outcome Tracking because it links innovation practices to firm outcomes; no tag because no demographic or pandemic lens is central.,Business & Productivity
2022/123,Evaluating the fairness of admissions to UK higher education,"Vikki Boliver, University of Durham
Stephen Gorard, University of Durham
Pallavi Banerjee, University of Exeter",Digital Economy Act (2017) ,Office for National Statistics: Universities and Colleges Admissions Service,Office for National Statistics Secure Research Service,2022-02-08,2022/123,2022,2022Q1,Q1 2022,Education & Skills,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Education & Skills because the project evaluates higher education admissions using UCAS data; Descriptive Monitoring because the focus is characterising fairness in admissions; demographic disparities tag because fairness comparison across groups is central.,Education & Skills
2022/125,NIH Spatial uncertainty in small area analysis from survey and administrative data: generating better population estimates for England,"Jarvis Chen, Harvard University
Mahboubeh Parsaeian, Imperial College London
Frederic Bernard Jean-Pierre Piel, University of London
Emily Peterson, Emory University
Lance Waller, Emory University",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey, Annual Population Survey Longitudinal Data",Office for National Statistics Secure Research Service,2022-02-08,2022/125,2022,2022Q1,Q1 2022,Migration & Demographics; Data Infrastructure & Methodology,Methodological / Infrastructure Research,,Assigned Migration & Demographics because the project generates population estimates and Data Infrastructure & Methodology because it addresses spatial uncertainty in small-area analysis; Methodological / Infrastructure Research because the aim is producing better population estimates and improving methods; no tag because no demographic comparison or pandemic lens is central.,Migration & Demographics
2022/126,The business response to Covid-19: Technology adoption and impacts on performance,"Juliana Oliveira Cunha, London School of Economics and Political Science
Anna Sivropoulos-Valero, London School of Economics",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Business Structure Database, Business Structure Database: Longitudinal, Management and Expectations Survey, UK Innovation Survey",Office for National Statistics Secure Research Service,2022-02-08,2022/126,2022,2022Q1,Q1 2022,Business & Productivity,Outcome Tracking,COVID-19 & Pandemic,Assigned Business & Productivity because the project studies technology adoption and firm performance using business surveys; Outcome Tracking because it links technology adoption to performance impacts; COVID-19 tag because the business response to Covid-19 is the central lens.,Business & Productivity
2022/127,Estimating capital utilisation for productivity statistics,"Josh Martin, Bank of England
Cain Baybutt, Office for National Statistics
Kyle Jones, Office for National Statistics",Digital Economy Act (2017) ,"Annual Population Survey, Labour Force Survey Person",Office for National Statistics Secure Research Service,2022-06-09,2022/127,2022,2022Q2,Q2 2022,Business & Productivity,Methodological / Infrastructure Research,,Assigned Business & Productivity because the project concerns capital utilisation for productivity statistics; Methodological / Infrastructure Research because the aim is estimating measures for official productivity statistics; no tag because no demographic or pandemic lens is central.,Business & Productivity
2022/128,Joint Oliogopoly-Olipopsony Model and Consumers and Workers' Welfare,"Carmine Ornaghi, University of Southampton
Iordanis Parikoglou, University of Southampton",Digital Economy Act (2017) ,"Office for National Statistics: Annual Respondents Database 2 - UK, Annual Respondents Database x - UK",Office for National Statistics Secure Research Service,2022-08-31,2022/128,2022,2022Q3,Q3 2022,Business & Productivity; Labour Market & Employment,Descriptive Monitoring,,Assigned Business & Productivity because of the oligopoly-oligopsony market model using firm data and Labour Market & Employment because workers' welfare and labour market power are central; Descriptive Monitoring because it estimates welfare effects within a model framework; no tag because no demographic or pandemic lens is central.,Business & Productivity
