Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,primary_domain
2020/027,COVID-19 Infection Survey,"National Coronavirus Population Study 

Koen Pouwels,
University of Oxford
Sarah Thomas, 
Office for National Statistics
Piotr Pawelek,
Office for National Statistics
Sarah Collyer,
Office for National Statistics
Thomas House,
The University of Manchester
Donna Reeve,
Office for National Statistics
Caolan Laverty,
Department of Health - NI
Katie Allison, 
Scottish Government
Daniel Ayoubkhani,
Office for National Statistics
Bill Stewart,
Department of Health - NI
Tanya Golubchik,
University of Oxford
Colin Daglish,
Office for National Statistics
Ruth Snook,
Office for National Statistics
Teri Howells,
Office for National Statistics
David-Willem Pienaar,
Office for National Statistics
Helen Fryer,
University of Oxford
David Foster,
Office for National Statistics
Owen Gethings,
Office for National Statistics
Isimemen Avbulimen,
Office for National Statistics
Alexandra Jaggs,
Office for National Statistics
Matthew Hall, 
University of Oxford
Lauren O'Connell,
Office for National Statistics
Paul Birrell, 
Public Health England
Jack Osborne, 
Office for National Statistics
Katherine Davies, 
Office for National Statistics
Matthew Greenaway, 
Office for National Statistics
Vahe Nafilyan,
Office for National Statistics
Ellie Osborn, 
Office for National Statistics
David Eyre,
University of Oxford
Emma Pritchard,
University of Oxford
Karina-Doris Vihta,
University of Oxford
Gareth James, 
Office for National Statistics
Mary Scarlett,
Department of Health - NI
Caroline Youell,
Office for National Statistics
Tristan Pett,
Office for National Statistics
Katrina Lythgoe,
University of Oxford
Charlotte Gaughan,
Office for National Statistics
Alberta Ipser,
Office for National Statistics
John Allen, 
Office for National Statistics
Kaveh Jahanshahi,
University of Edinburgh
Lina Lloyd,
University of Southampton
Joel Jones,
Office for National Statistics
Patrycja Delong,
Office for National Statistics
Lorenzo Pellis,
The University of Manchester
Philip Carson,
Department of Health - NI
Athanasios Anthopoulos,
Office for National Statistics
Tamanna Ahmed,
Office for National Statistics
Jia Wei,
University of Oxford
John Buckell,
University of Oxford
Thomas O'Connor,
Office for National Statistics
Matthew Bosworth,
Office for National Statistics
Jessica Partridge,
Office for National Statistics
Arturas Eidukas,
Office for National Statistics
Chaitanya Joshi,
Office for National Statistics
Elizabeth Booth,
Office for National Statistics
Arif Ali, 
Office for National Statistics
Gillian Briggs,
Office for National Statistics
Emma Nash,
Office for National Statistics
Michalis Mylonas,
Office for National Statistics
James Cranston,
Office for National Statistics
Sasha King,
Office for National Statistics
Lisa Whitaker,
Office for National Statistics
Lauren Revie,
Office for National Statistics
Numaan Iqbal,
Office for National Statistics
Leanne Massie,
Office for National Statistics
James Copland,
Office for National Statistics
Rebecca Williams,
Office for National Statistics
Megan Munro,
Office for National Statistics
Lina Yusuf,
Office for National Statistics
Kathryn Littleboy,
Office for National Statistics
Imogen Birch,
Office for National Statistics
Laura Carter,
Office for National Statistics
Molly O'Donnell,
Office for National Statistics
Sophia Whittinger,
Office for National Statistics
Elissa Brown, 
Office for National Statistics
George Feldman,
Office for National Statistics
Harry Barnard,
Office for National Statistics
Barbara Rubiell,
Office for National Statistics
Yanitsa Scott,
Office for National Statistics
Charlotte Bermingham,
Office for National Statistics
Stephanie Allen,
Office for National Statistics
Charlotte Murphy,
Office for National Statistics
Lilith Barca,
Methods Analytics
Daniel Morgan,
Office for National Statistics
Jessamy Headicar,
Office for National Statistics
Calum Ferguson,
Methods Analytics
Sean White,
Welsh Government
Katie Cunliffe,
Office for National Statistics
Bix Lawrence,
Office for National Statistics
Simeon North,
Office for National Statistics
Tarnjit Khera,
Office for National Statistics
Inga	Vermeulen,
Office for National Statistics
Laurence	Day,
Office for National Statistics
Jennifer Topham,
Office for National Statistics
Thomas Hunter, 
Office for National Statistics
Christopher Johnston,
Office for National Statistics
Benjamin	Meadmore,
Office for National Statistics
Gabriele Kovalskyte,
Office for National Statistics
Katie Hendry, 
Office for National Statistics
Rebekah Carrington,
Office for National Statistics
Jodie Davis, 
Office for National Statistics
Geeta Kerai,
Office for National Statistics
Claudia Jenkins,
Office for National Statistics
Gemma Catchpole,
Office for National Statistics
Amie Fairs,
Office for National Statistics
Benjamin	Harris,
Office for National Statistics
Charlotte Hassell, Office for National Statistics
Heather O'Connor, Nuffield Department of Medicine
Sophie Findlay, Office for National Statistics
Nathan Kelly, Office for National Statistics
Jonathan Lewis, Office for National Statistics
Isobel Pickles, Office for National Statistics
Paul Brown, Office for National Statistics
Ellie Worthington, Office for National Statistics
Zoe Richardson, Office for National Statistics
Jonathan Parker, Office for National Statistics
Sami Mubarak, Office for National Statistics
Lydia Yeomans, Office for National Statistics
Sarah Murphy, Office for National Statistics
Denys Janes, Office for National Statistics
Hon-Kit Choy, Office for National Statistics
Africa Pascual, Office for National Statistics
Stephen Milner, Office for National Statistics
Benedetta Iametti, Office for National Statistics
Joseph Kelly, Office for National Statistics
Rebecca Porch, Office for National Statistics
Boran Shenhuy, Office for National Statistics
Janette Boynton, Office for National Statistics
Ann Walker, University of Oxford
Dominic Brown, University of Oxford
Joshua Blake, University of Cambridge
Heather Riley, The University of Manchester
Mark Hamilton, Office for National Statistics
Ffion Jones, Office for National Statistics
Uma Thomas, Office for National Statistics
Michalina Siemiatkowska, Office for National Statistics
Matthew Maynard, Office for National Statistics
Vasiliki Kladouchou, Office for National Statistics
Anna Tindall, Office for National Statistics
Thomas Stevens, Office for National Statistics
","Digital Economy Act (2017)  

Statistics and Registration Services Act 2007 (SRSA) - Approved Researcher Gateway: added data after 9 September 2021s Act 2007  - Approved Researcher Gateway: added data after 9 September 2021","Office for National Statistics: ONS COVID-19 Weekly Opinions Survey, Labour Force Survey, ONS Death Registrations Data 
Office for National Statistics / University of Oxford / Valuation Office Agency / Ministry of Housing, Communities and Local Government: Covid-19 Infection Survey linked with VOA and EPC data  
Office for National Statistics / University of Oxford: Covid-19 Infection Survey with National Immunisation Management Service, Covid-19 Infection Survey linked with Death Occurrences England and Wales 
Office for National Statistics / NHSD / University of Oxford: COVID-19 Infection Survey linked with Public Health Research Database  ",Office for National Statistics Secure Research Service,2020-04-28,2020/027,2020,2020Q2,Q2 2020,COVID-19 & Pandemic; Health & Social Care,Multi-Domain Linkage,Descriptive Monitoring,COVID-19 & Pandemic
2020/030,Occupational mobility: evidence from England and Wales,"Maria Ventura, London School of Economics and Political Science",Digital Economy Act (2017) ,Office for National Statistics: Longitudinal Study ,Office for National Statistics Secure Research Service,2020-05-29,2020/030/a,2020,2020Q2,Q2 2020,Labour Market & Employment; Migration & Demographics,Single-Dataset,Descriptive Monitoring,Labour Market & Employment
2020/048,"ESCoE Project 2.9: Using Firm-Level Surveys to Understand Industrial and Regional Capacity, Investment, Productivity and Output Growth","Paul Mizen, University of Nottingham
Kevin Lee, University of Nottingham
Michael Mahony, University of Nottingham
Alexandros Botsis, 
Economic Statistics Centre of Excellence
",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Annual Respondents Database, Business Structure Database, Monthly Business Survey, Monthly Inquiry into the Distributive and Services Sector, Monthly Production Inquiry, Quarterly Acquisitions and Disposals of Capital Assets Survey  & Quarterly Capital Expenditure Survey ",Office for National Statistics Secure Research Service,2020-05-29,2020/048,2020,2020Q2,Q2 2020,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2020/049,Evaluation of the Enterprise Capital Funds,"Chris Hale, IPSOS MORI
Anna Sperati, IPSOS MORI",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Enterprise Research and Development  & Business Structure Database ",Office for National Statistics Secure Research Service,2020-05-29,2020/049,2020,2020Q2,Q2 2020,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2020/039,"Developing experimental estimates of regional skill demand, supply and mismatch","Djyldyz Djumalieva, Nesta",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey, Longitudinal Labour Force Survey  & Annual Survey of Hours and Earnings ",Office for National Statistics Secure Research Service,2020-05-29,2020/039,2020,2020Q2,Q2 2020,Labour Market & Employment; Education & Skills,Within-Domain Linkage,Descriptive Monitoring,Labour Market & Employment
2020/014,UK Competition Indicators,"Richard Havell, Competition and Markets Authority 
Bina Prajapati, Competition and Markets Authority 
John D'Souza, Competition and Markets Authority 
David Deller,
University of West Anglia
Riccardo Ferrari, 
Competition and Markets Authority
Joseph Carr,
University of East Anglia
Hussein Farook,
Competition and Markets Authority
Joseph Carr,
Competition and Markets Authority
Ben Campbell, Competition and Markets Authority
Jakob Schneebacher, Competition and Markets Authority
Ivan Olszak, University of London
Alex Hodnett, Competition and Markets Authority
Samir Doshi, Competition and Markets Authority",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database, Annual Respondents Database , Annual Respondents Database X , Longitudinal Inter-Departmental Business Register, Business Register Employment Survey, Business Expenditure on Research and Development, Annual Business Survey, Producer Price Index  & Business Impact of COVID-19 Survey  
Department for Business, Energy and Industrial Strategy: Community Innovation Survey ",Office for National Statistics Secure Research Service,2020-03-24,2020/014,2020,2020Q1,Q1 2020,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2020/028,Population mobility and housing dynamics in the 21st Century,"Rory Coulter, University College London ",Digital Economy Act (2017) ,Office for National Statistics: Annual Population Survey  & Labour Force Survey ,UK Data Service,2020-05-29,2020/028,2020,2020Q2,Q2 2020,Housing & Planning; Migration & Demographics,Within-Domain Linkage,Descriptive Monitoring,Housing & Planning
2020/029,Incentives for Innovation,"John Moffat, Durham University
Haoran Sun, Durham University
",Digital Economy Act (2017) ,"Office for National Statistics: Annual Respondents Database, Annual Business Survey, Business Structure Database, Business Expenditure on Research and Development  
Department for Business, Energy and Industrial Strategy: UK Innovation Survey ",UK Data Service,2020-05-29,2020/029,2020,2020Q2,Q2 2020,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2020/030,Examining the relationship between engaging in design and exporting,"Xiaoxiao Yu, University of Manchester",Digital Economy Act (2017) ,"Department for Business, Energy and Industrial Strategy: UK Innovation Survey ",UK Data Service,2020-05-29,2020/030/b,2020,2020Q2,Q2 2020,Business & Productivity,Single-Dataset,Outcome Tracking,Business & Productivity
2020/033,Education and Identity,"Andrew McKendrick, 
Lancaster University
Maria Navarro Paniagua, Lancaster University
Ian Walker, Lancaster University
",Digital Economy Act (2017) ,Office for National Statistics: Quarterly Labour Force Survey ,UK Data Service,2020-06-11,2020/033,2020,2020Q2,Q2 2020,Education & Skills,Single-Dataset,Descriptive Monitoring,Education & Skills
2020/034,"Pensions, Place, Populism: Do post-crisis wealth shocks matter?","Jeffrey Chwieroth, 
London School of Economics
",Digital Economy Act (2017) ,"Office for National Statistics: Wealth and Assets Survey, Waves 1-5 ",Office for National Statistics Secure Research Service,2020-06-15,2020/034,2020,2020Q2,Q2 2020,"Poverty, Inequality & Living Standards",Single-Dataset,Outcome Tracking,"Poverty, Inequality & Living Standards"
2020/035,An examination of the relationship between the population disclosing domestic violence to the Intimate Violence Module and the Victim Module of the CSEW,"Merili Pullerits, University of London

",Digital Economy Act (2017) ,Office for National Statistics: Crime Survey for England and Wales ,UK Data Service,2020-05-29,2020/035,2020,2020Q2,Q2 2020,Crime & Justice,Single-Dataset,Descriptive Monitoring,Crime & Justice
2020/037,"Zero Hours Contracts: Characteristics, Prevalence and Impacts on Workers","Duncan McVicar, 
Queen's University Belfast Management School
",Digital Economy Act (2017) ,"Office for National Statistics: Annual Population Survey, Quarterly Labour Force Survey, Labour Force Survey Five-Quarter Longitudinal Dataset  & Annual Population Survey: Well-Being ",UK Data Service,2020-05-29,2020/037,2020,2020Q2,Q2 2020,Labour Market & Employment,Within-Domain Linkage,Descriptive Monitoring,Labour Market & Employment
2020/038,Evaluation of the Small Business Bonus Scheme in Scotland,"Stuart McIntyre, 
University of Strathclyde
",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database   
Scottish Government: Valuation data of Scottish properties ",Office for National Statistics Secure Research Service,2020-05-29,2020/038,2020,2020Q2,Q2 2020,Business & Productivity; Public Finance & Taxation,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2020/040,Understanding co-creation in small businesses,"David John Dowell, 
University of St Andrews
",Digital Economy Act (2017) ,"Department for Business, Energy and Industrial Strategy: Longitudinal Small Business Survey ",UK Data Service,2020-05-29,2020/040,2020,2020Q2,Q2 2020,Business & Productivity,Single-Dataset,Descriptive Monitoring,Business & Productivity
2020/041,The effects of broadband quality in firm and local performance,"Anastasios Kitsos, 
University of Birmingham
Emmanouil Tranos,
The Alan Turing Institute
Levi Wolf,
University of Birmingham",Digital Economy Act (2017) ,Office for National Statistics: Business Structure Database  & Annual Population Survey ,UK Data Service,2020-05-29,2020/041,2020,2020Q2,Q2 2020,Business & Productivity,Within-Domain Linkage,Outcome Tracking,Business & Productivity
2020/042,UK coastal tourism: efficiency and revival,"Zheng Chris Cao, 
Aston University
",Digital Economy Act (2017) ,"Office for National Statistics: Annual Business Survey, Annual Respondents Database X, Annual Respondents Database  & Annual Survey of Hours and Earnings ",UK Data Service,2020-05-29,2020/042,2020,2020Q2,Q2 2020,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2020/043,Corporate response to energy-efficiency agreements: evidence from the UK manufacturing industry,"Federica Zeni, 
Imperial College London
",Digital Economy Act (2017) ,"Office for National Statistics: Business Structure Database, Annual Respondent Database X, Annual Business Survey  
Department for Business, Energy and Industrial Strategy: Quarterly Fuels Inquiry ",Office for National Statistics Secure Research Service,2020-05-29,2020/043,2020,2020Q2,Q2 2020,Business & Productivity; Environment & Agriculture,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2020/044,Social factors impacting offending and resettlement in Northern Ireland,"Shannon Browne, Northern Ireland Statistics and Research Agency
Rita McAuley,
Northern Ireland Statistics and Research Agency
Philip Palmer,
Northern Ireland Statistics and Research Agency

",Digital Economy Act (2017) ,"Northern Ireland General Register Office: Death data 
Northern Ireland Department of Justice: Offending data 
",Northern Ireland Statistics and Research Agency,2020-05-29,2020/044,2020,2020Q2,Q2 2020,Crime & Justice,Cross-Domain Linkage,Outcome Tracking,Crime & Justice
